"scientific.name","common.name","iconic.taxon.name","observed.on","place.guess","latitude","longitude","positional.accuracy","user.login","user.id","captive.cultivated","url","image.url","license","district","count","checklist"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Extreme Living Overlook",32.189803,-110.731385,NA,NA,NA,NA,"https://ebird.org/checklist/S324308351",NA,NA,"RMD",2,"S324308351"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",8,"S324458065"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Colaptes chrysoides","gilded flicker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",2,"S324307647"
"Setophaga coronata","yellow-rumped warbler","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone aberti","abert's towhee","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",2,"S324458065"
"Spizella breweri","brewer's sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Cynanthus latirostris","broad-billed hummingbird","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Extreme Living Overlook",32.189803,-110.731385,NA,NA,NA,NA,"https://ebird.org/checklist/S324308351",NA,NA,"RMD",2,"S324308351"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",8,"S324458065"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Colaptes chrysoides","gilded flicker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",2,"S324307647"
"Setophaga coronata","yellow-rumped warbler","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone aberti","abert's towhee","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",2,"S324458065"
"Spizella breweri","brewer's sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Cynanthus latirostris","broad-billed hummingbird","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Extreme Living Overlook",32.189803,-110.731385,NA,NA,NA,NA,"https://ebird.org/checklist/S324308351",NA,NA,"RMD",2,"S324308351"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",8,"S324458065"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Colaptes chrysoides","gilded flicker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",2,"S324307647"
"Setophaga coronata","yellow-rumped warbler","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone aberti","abert's towhee","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",2,"S324458065"
"Spizella breweri","brewer's sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Cynanthus latirostris","broad-billed hummingbird","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Extreme Living Overlook",32.189803,-110.731385,NA,NA,NA,NA,"https://ebird.org/checklist/S324308351",NA,NA,"RMD",2,"S324308351"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",8,"S324458065"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Colaptes chrysoides","gilded flicker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",2,"S324307647"
"Setophaga coronata","yellow-rumped warbler","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone aberti","abert's towhee","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",2,"S324458065"
"Spizella breweri","brewer's sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Cynanthus latirostris","broad-billed hummingbird","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Extreme Living Overlook",32.189803,-110.731385,NA,NA,NA,NA,"https://ebird.org/checklist/S324308351",NA,NA,"RMD",2,"S324308351"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",8,"S324458065"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Colaptes chrysoides","gilded flicker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",2,"S324307647"
"Setophaga coronata","yellow-rumped warbler","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone aberti","abert's towhee","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",2,"S324458065"
"Spizella breweri","brewer's sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Cynanthus latirostris","broad-billed hummingbird","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Callipepla gambelii","gambel's quail","Aves","2026-04-19","Saguaro NP--East--Extreme Living Overlook",32.189803,-110.731385,NA,NA,NA,NA,"https://ebird.org/checklist/S324308351",NA,NA,"RMD",2,"S324308351"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",8,"S324458065"
"Melanerpes uropygialis","gila woodpecker","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Colaptes chrysoides","gilded flicker","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",9,"S324458065"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",1,"S324403260"
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",2,"S324307647"
"Setophaga coronata","yellow-rumped warbler","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone aberti","abert's towhee","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",2,"S324458065"
"Spizella breweri","brewer's sparrow","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
"Cynanthus latirostris","broad-billed hummingbird","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-19","Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",32.180752,-110.719749,NA,NA,NA,NA,"https://ebird.org/checklist/S324458065",NA,NA,"RMD",1,"S324458065"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Freeman Homestead Trail",32.1612133,-110.7291734,NA,NA,NA,NA,"https://ebird.org/checklist/S324471680",NA,NA,"RMD",1,"S324471680"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Cactus Forest South Trailhead",32.1704179,-110.7287979,NA,NA,NA,NA,"https://ebird.org/checklist/S324403260",NA,NA,"RMD",2,"S324403260"
"Melozone fusca","canyon towhee","Aves","2026-04-19","Saguaro NP--East--Loma Verde Trailhead",32.2033393,-110.7099992,NA,NA,NA,NA,"https://ebird.org/checklist/S324307647",NA,NA,"RMD",1,"S324307647"
